uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
2,2,U,BA,N,1124,2614,440.48,380.5,2614,1124,38.05,261.4,112.4,384,179,44,321,144,39,,NEW YORK CITY AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,339,1067278
1,1,U,Y,Y,3538,19785,1437.89,1332.91,19785,3538,95.21,1413.21,252.71,1117,228,84,889,199,88,U,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,446,1067279
1,1,U,CA,Y,5734,15215,1367.93,1281.96,15215,5734,106.83,1267.92,477.83,1369,470,88,1365,483,112,C,NORTH FLORIDA AREA,Y,N,199.9899902,3,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,150,1067280
1,1,U,AA,N,2286,6203,769.19,709.21,6199,2285,50.66,442.79,163.21,596,224,81,484,196,58,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,446,1067281
1,1,U,ZA,Y,979,2916,429.42,369.44,2916,979,30.79,243.0,81.58,260,81,30,258,83,31,,SOUTH FLORIDA AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,25,1067282
1,1,U,AA,N,993,3205,602.19,542.21,3205,993,54.22,320.5,99.3,1,0,30,116,36,32,U,LOS ANGELES AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,15,S,M,5,M,5,2,,A,0,U,U,U,Y,U,U,Y,339,1067283
1,1,U,DA,Y,1321,3410,499.85,439.09,3405,1317,43.91,340.5,131.7,348,120,39,408,135,52,,LOS ANGELES AREA,Y,N,149.9899902,2,1,WCMB,,,,,,,,,,,,,,,,,,,,,90,1067284
1,1,U,DA,Y,3015,7460,892.04,832.06,7460,3015,59.43,532.86,215.36,641,199,55,585,206,60,,TENNESSEE AREA,N,N,,3,3,WC,,,,,,,,,,,,,,,,,,,,,59,1067285
1,1,U,AA,N,1098,2465,320.69,260.71,2465,1098,26.07,246.5,109.8,280,125,32,251,112,32,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,6,S,M,3,M,4,1,C,A,0,N,U,U,U,Y,Y,Y,339,1067286
1,1,U,ZA,Y,3526,8531,1114.85,1034.87,8531,3526,86.24,710.92,293.83,1213,502,89,878,373,76,C,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,385,1067287
1,1,U,AA,N,1493,3959,394.43,334.45,3959,1493,41.81,494.88,186.63,457,178,44,523,194,46,U,GREAT LAKES AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,5,S,M,6,M,6,1,C,A,0,I,U,U,U,U,U,Y,277,1067288
1,1,U,AA,N,1741,5451,455.46,395.48,5451,1741,28.25,389.36,124.36,111,31,20,293,83,25,C,ATLANTIC SOUTH AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,197,1067289
4,2,U,AA,N,993,2197,97.74,81.08,2118,954,10.14,264.75,119.25,251,120,10,264,125,10,S,OHIO AREA,Y,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,277,1067290
1,1,U,BA,N,3709,10597,855.38,775.4,10597,3709,64.62,883.08,309.08,876,295,62,887,284,62,S,DALLAS AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,385,1067291
4,1,N,B,N,2504,5600,683.89,623.91,5584,2499,77.99,698.0,312.38,878,372,102,773,347,90,S,CENTRAL/SOUTH TEXAS AREA,Y,R,9.989997864,1,1,NA,0,0,O,1,S,A,6,M,6,2,I,A,0,H,U,U,U,U,U,Y,277,1067292
1,1,U,BA,N,2170,6012,460.68,380.7,6012,2170,47.59,751.5,271.25,743,181,23,800,278,43,T,GREAT LAKES AREA,Y,R,129.9899902,3,3,WCMB,0,0,O,0,S,U,3,M,7,3,I,A,0,N,U,U,U,U,Y,N,136,1067293
2,1,U,BA,N,847,1969,619.52,540.83,1904,814,54.08,190.4,81.4,261,109,56,263,108,55,S,NEW YORK CITY AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,15,S,U,4,M,6,1,I,A,1,N,U,U,U,U,U,Y,338,1067294
2,1,Y,AA,N,1577,5726,850.75,736.12,5276,1443,66.92,479.64,131.18,588,176,90,518,152,71,,HOUSTON AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,384,1067295
1,1,U,CA,Y,7620,16853,1547.03,1467.05,16757,7587,104.79,1196.93,541.93,1561,694,140,1370,623,126,,HOUSTON AREA,N,N,,4,3,WC,1,1,O,11,S,M,5,M,9,3,,A,0,S,U,U,U,U,U,Y,52,1067296
1,1,U,AA,N,1434,2451,530.1,469.13,2399,1414,33.51,171.36,101.0,259,132,40,207,110,36,T,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,12,S,M,3,M,6,2,,A,0,N,U,U,U,U,U,Y,445,1067297
1,1,U,AA,N,2683,8492,897.35,792.37,8439,2666,79.24,843.9,266.6,519,179,75,738,236,76,C,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,,S,A,2,M,,,C,,0,N,U,U,U,U,U,N,338,1067298
1,1,U,CA,Y,1834,6204,751.05,671.07,6182,1819,55.92,515.17,151.58,566,229,38,517,160,46,C,MIDWEST AREA,N,N,29.98999023,1,1,NA,1,0,O,1,S,S,2,M,3,1,C,A,0,N,U,U,Y,U,Y,Y,384,1067299
2,1,U,CA,Y,1703,5576,733.65,688.96,5444,1649,68.9,544.4,164.9,728,211,66,593,179,67,C,NORTH FLORIDA AREA,N,R,79.98999023,4,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,163,1067300
1,1,U,AA,N,466,1903,404.2,344.22,1868,456,34.42,186.8,45.6,211,44,31,186,45,31,T,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,338,1067301
1,1,U,AA,N,119,210,364.4,304.42,210,119,30.44,21.0,11.9,26,14,30,19,11,31,R,GREAT LAKES AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,15,S,A,4,M,2,1,I,A,0,U,U,U,U,U,U,Y,338,1067302
2,2,Y,JF,Y,2078,3533,522.97,443.0,3533,2078,36.92,294.42,173.17,201,119,33,191,114,34,C,TENNESSEE AREA,Y,N,29.98999023,1,1,WC,1,0,O,8,S,U,2,M,3,2,C,A,0,Z,U,U,U,U,U,Y,384,1067303
2,1,Y,AA,N,679,2716,513.42,422.33,2268,570,32.49,174.46,43.85,152,51,32,211,69,31,U,CHICAGO AREA,Y,N,149.9899902,2,2,WCMB,0,0,,,M,B,1,M,,,C,,0,S,U,U,U,U,U,Y,218,1067304
1,1,U,D4,Y,1710,4865,595.39,535.41,4821,1693,44.62,401.75,141.08,383,155,36,479,169,50,U,GREAT LAKES AREA,N,N,29.98999023,1,1,WCMB,0,0,,2,S,B,1,M,2,1,C,A,0,U,U,U,U,U,U,N,384,1067305
1,1,U,E4,Y,1290,3365,643.57,563.59,3337,1272,40.26,238.36,90.86,210,73,30,180,64,33,S,CHICAGO AREA,N,N,129.9899902,1,1,WCMB,0,0,O,15,S,M,4,M,6,2,I,A,0,N,U,U,Y,U,U,Y,445,1067306
1,1,Y,AA,N,1106,2728,745.99,696.0,2697,1094,58.0,224.75,91.17,259,96,60,256,101,60,T,OHIO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,384,1067307
2,2,Y,AA,N,2636,5354,868.48,808.5,5278,2610,80.85,527.8,261.0,691,336,103,567,283,85,C,DALLAS AREA,Y,N,79.98999023,2,1,WCMB,1,0,O,7,S,M,4,M,9,2,B,A,0,N,U,U,U,U,U,Y,160,1067308
3,1,N,Z,N,1648,5950,468.05,349.6,5231,1478,49.94,747.29,211.14,852,243,46,748,212,49,U,NEW YORK CITY AREA,Y,N,79.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,O,U,U,U,U,U,N,276,1067309
1,1,U,CA,Y,733,2147,383.62,323.64,2134,727,40.46,266.75,90.88,241,90,42,268,93,44,U,CALIFORNIA NORTH AREA,Y,R,129.9899902,2,2,WCMB,0,0,O,3,S,S,1,M,4,,,A,1,O,U,U,U,U,U,N,73,1067310
1,1,N,BA,N,448,1141,487.36,407.38,1097,438,50.92,137.13,54.75,113,50,51,118,49,51,,SOUTHWEST AREA,Y,N,129.9899902,1,1,WCMB,0,0,,2,S,U,2,M,1,,C,A,0,H,U,U,U,U,U,N,276,1067311
1,1,Y,AA,N,7589,11765,904.31,847.44,11682,7538,105.93,1460.25,942.25,1291,826,106,1482,966,114,U,SOUTH FLORIDA AREA,N,R,29.98999023,2,2,WC,0,0,O,4,M,S,3,M,5,2,,C,0,H,U,U,U,U,U,Y,152,1067312
2,2,U,AA,N,1441,4134,424.12,349.57,3801,1309,49.94,543.0,187.0,653,216,51,571,193,51,S,TENNESSEE AREA,Y,R,29.98999023,2,2,WCMB,0,0,,,,S,1,M,3,,C,,0,N,U,U,U,U,U,Y,65,1067313
1,1,U,CA,Y,1609,3709,666.74,586.76,3684,1598,58.68,368.4,159.8,332,153,66,367,162,64,C,MIDWEST AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,4,S,M,1,M,6,2,,A,0,H,U,U,U,U,U,Y,338,1067314
1,1,U,DA,Y,985,2846,382.6,322.62,2791,953,40.33,348.88,119.13,384,141,47,379,131,42,,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,,,,,,,,,,,,,,,,,,,,,276,1067315
1,1,U,DA,Y,2913,11369,1118.26,1009.28,11307,2899,126.16,1413.38,362.38,1447,326,103,1509,380,131,S,CALIFORNIA NORTH AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,1,,S,1,M,8,2,C,,0,S,U,U,U,U,U,Y,276,1067316
2,2,U,BA,N,1234,3704,685.03,604.27,3659,1213,60.43,365.9,121.3,400,108,117,413,124,67,T,ATLANTIC SOUTH AREA,Y,N,199.9899902,2,2,WCMB,0,0,,4,M,M,1,M,7,,C,B,0,N,U,U,U,U,U,N,65,1067317
2,1,U,BA,N,1486,3220,829.73,729.75,3191,1464,72.98,319.1,146.4,475,223,89,464,208,83,U,NEW ENGLAND AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,M,,,,,0,H,U,U,U,U,U,N,338,1067318
4,3,U,BA,N,419,915,397.08,248.73,724,342,35.53,103.43,48.86,67,30,35,104,49,36,R,DALLAS AREA,Y,N,29.98999023,1,1,WC,1,1,O,14,S,M,6,M,6,1,I,A,0,N,U,U,U,U,U,Y,276,1067319
1,1,U,BA,N,460,1060,365.88,305.9,1042,454,30.59,104.2,45.4,97,40,31,97,40,31,S,CALIFORNIA NORTH AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,8,S,M,4,M,7,,C,A,0,U,U,U,U,U,U,Y,338,1067320
2,2,U,GA,N,1316,3376,784.36,529.4,3376,1316,52.94,337.6,131.6,442,202,52,425,161,54,U,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,5,,S,1,M,7,,C,,0,U,U,U,U,U,U,Y,338,1067321
1,1,Y,DA,Y,5588,17119,979.01,929.02,17092,5576,77.42,1424.33,464.67,1723,550,88,1686,555,81,S,OHIO AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,4,S,U,4,M,6,,,A,0,U,Y,U,U,U,U,Y,371,1067322
1,1,U,AA,N,1757,3111,413.85,353.87,3103,1753,29.49,258.58,146.08,247,145,30,262,155,34,S,CALIFORNIA NORTH AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,4,S,M,3,M,7,2,I,A,0,H,U,U,U,U,U,Y,384,1067323
1,1,N,AA,N,1474,9014,1775.25,1666.27,8801,1448,138.86,733.42,120.67,595,104,66,525,82,129,C,HOUSTON AREA,Y,R,29.98999023,2,2,WCMB,1,1,O,5,S,M,3,M,4,2,I,A,0,N,U,U,U,Y,U,Y,92,1067324
2,2,U,AA,N,1921,5262,1405.36,1290.39,5245,1912,107.53,437.08,159.33,442,158,111,431,151,108,R,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,8,S,M,2,M,6,2,C,A,0,N,U,U,U,U,U,Y,384,1067325
3,1,U,A,N,1806,7159,1557.33,1358.61,6625,1671,104.51,509.62,128.54,361,103,100,584,142,107,T,ATLANTIC SOUTH AREA,Y,N,129.9899902,1,1,WCMB,1,1,,2,S,M,2,M,9,1,,A,0,U,U,U,U,U,U,Y,445,1067326
2,1,N,BA,N,2977,6565,622.26,592.27,6552,2967,59.23,655.2,296.7,798,359,105,708,324,73,U,GREAT LAKES AREA,Y,N,149.9899902,1,1,WCMB,1,1,,3,S,U,3,M,2,,,A,0,Z,U,U,U,U,U,N,338,1067327
1,1,Y,AA,N,2002,4176,644.98,565.01,4176,2002,56.5,417.6,200.2,706,343,108,528,251,71,U,DALLAS AREA,Y,N,29.98999023,2,1,WC,0,0,O,7,S,S,1,M,8,,C,A,0,N,U,U,U,U,U,Y,290,1067328
1,1,U,ZA,Y,9459,18333,1501.5,1421.52,18285,9431,101.54,1306.07,673.64,1289,680,100,1680,885,124,S,SOUTHWEST AREA,T,N,99.98999023,5,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,133,1067329
1,1,U,CA,Y,3067,7703,682.6,618.23,7671,3045,61.82,767.1,304.5,730,314,52,808,313,71,R,SOUTHWEST AREA,Y,N,59.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,338,1067330
1,1,U,BA,N,44,85,393.95,339.97,84,43,24.28,6.0,3.07,7,3,24,6,3,24,C,OHIO AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,2,S,M,2,M,3,2,H,A,0,N,U,U,U,U,U,Y,445,1067331
1,1,U,AA,N,3597,8472,928.49,868.51,8445,3579,72.38,703.75,298.25,907,375,102,901,383,109,T,OHIO AREA,N,N,129.9899902,2,2,WCMB,1,0,O,7,S,M,4,M,8,2,,A,0,S,U,U,U,Y,Y,Y,69,1067332
2,2,U,AA,N,2256,5436,662.51,602.53,5424,2249,50.21,452.0,187.42,375,158,42,437,176,43,T,HOUSTON AREA,N,N,129.9899902,1,1,WCMB,0,0,O,,M,U,1,M,7,,C,,0,H,U,U,U,U,U,Y,384,1067333
1,1,U,AA,N,1182,3441,520.87,460.89,3438,1180,46.09,343.8,118.0,421,141,48,354,131,40,,OHIO AREA,Y,N,29.98999023,1,1,WC,0,0,O,6,,B,1,M,6,,C,,0,N,U,U,U,U,U,Y,338,1067334
1,1,Y,AA,N,718,1606,557.58,297.61,1606,718,29.76,160.6,71.8,243,107,39,187,79,27,C,MIDWEST AREA,Y,N,199.9899902,1,1,WCMB,1,0,O,13,S,M,2,M,9,1,I,A,0,S,U,U,Y,U,U,Y,338,1067335
2,2,Y,AA,N,1337,3442,620.4,560.42,3441,1336,46.7,286.75,111.33,266,105,37,246,101,36,R,OHIO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,384,1067336
1,1,U,AA,N,83,2263,303.14,243.16,2263,83,30.4,282.88,10.38,267,8,31,274,11,31,T,GREAT LAKES AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,7,S,M,1,M,4,1,C,A,0,G,U,U,U,U,U,Y,276,1067337
1,1,N,AA,N,1662,3395,768.32,701.67,3369,1648,87.71,421.13,206.0,318,167,117,403,202,98,C,NEW ENGLAND AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,2,,S,1,M,1,1,A,,0,O,U,U,U,U,U,Y,276,1067338
3,1,U,BA,N,581,1917,512.3,452.32,1917,581,45.23,191.7,58.1,244,82,43,251,76,46,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,29.98999023,2,1,WC,0,0,O,7,,S,1,M,6,,C,,0,G,U,U,U,U,U,Y,24,1067339
3,3,Y,A,N,1317,5400,500.14,440.16,5372,1297,55.02,671.5,162.13,684,179,11,755,181,54,,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,276,1067340
1,1,U,AA,N,983,3282,651.53,581.55,3269,977,41.54,233.5,69.79,309,74,57,257,75,44,S,LOS ANGELES AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,1,M,S,1,M,6,,C,L,0,I,U,U,U,U,U,Y,445,1067341
1,1,U,DA,Y,2668,8252,839.16,759.18,8216,2644,94.9,1027.0,330.5,328,114,34,1061,250,102,S,NORTH FLORIDA AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,9,S,S,4,M,3,1,,A,0,N,U,U,U,U,U,Y,113,1067342
3,3,U,BA,N,911,4053,828.89,732.25,4010,897,73.23,401.0,89.7,573,103,110,549,110,88,C,ATLANTIC SOUTH AREA,Y,N,99.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,338,1067343
3,2,N,A,N,393,1056,341.68,305.69,1056,393,30.57,105.6,39.3,131,52,30,122,45,31,T,CALIFORNIA NORTH AREA,N,N,,1,1,WC,1,0,O,0,S,M,2,M,7,1,C,A,0,N,U,U,Y,Y,U,Y,338,1067344
2,2,Y,A,N,431,1320,438.92,390.55,1314,427,35.5,119.45,38.82,158,59,37,152,50,35,T,MIDWEST AREA,Y,N,59.98999023,1,1,WCMB,1,1,O,8,S,M,2,M,7,,C,A,0,U,Y,Y,U,U,U,Y,384,1067345
1,1,U,EA,Y,3565,12404,1162.27,1078.29,12329,3535,98.03,1120.82,321.36,1113,277,95,1540,428,109,,NORTH FLORIDA AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,445,1067346
1,1,U,AA,N,2604,6971,895.24,835.26,6947,2590,69.61,578.92,215.83,534,223,57,560,221,59,C,ATLANTIC SOUTH AREA,T,N,179.9899902,3,2,WCMB,0,0,O,2,M,S,1,M,1,1,C,D,0,N,U,U,U,U,U,Y,10,1067347
2,2,U,AA,N,816,4090,492.01,410.72,3859,760,45.64,428.78,84.44,337,75,52,386,78,44,T,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,1,1,WCMB,1,1,O,10,S,A,4,M,4,1,C,A,0,N,U,U,U,U,U,Y,338,1067348
1,1,Y,CA,Y,1277,4504,590.26,510.28,4464,1261,72.9,637.71,180.14,416,78,101,613,167,77,C,GREAT LAKES AREA,Y,N,149.9899902,2,1,WCMB,0,0,O,15,S,U,5,M,1,3,,A,0,N,U,U,U,U,Y,Y,58,1067349
2,2,U,AA,N,3952,12990,1758.99,1659.01,12109,3711,207.38,1513.63,463.88,1477,453,196,1229,397,123,S,GREAT LAKES AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,8,M,B,1,M,6,3,C,B,0,N,U,U,U,U,U,Y,276,1067350
1,1,U,AA,N,675,1836,362.85,332.86,1830,672,33.29,183.0,67.2,200,83,35,180,71,29,R,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,9,S,A,3,M,7,2,,A,1,N,U,U,U,U,U,Y,338,1067351
1,1,N,EA,Y,2404,14904,1212.39,1132.41,14883,2400,113.24,1488.3,240.0,447,137,71,960,193,96,S,NORTHWEST/ROCKY MOUNTAIN AREA,N,R,9.989997864,2,1,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,207,1067352
1,1,U,CA,Y,1196,6428,956.32,851.34,6395,1178,106.42,799.38,147.25,707,112,80,781,105,116,C,SOUTHWEST AREA,N,N,129.9899902,1,1,WCMB,0,0,O,6,M,S,1,M,6,1,,B,0,S,U,U,U,U,U,Y,276,1067353
1,1,Y,AA,N,3284,16193,1976.53,1871.55,16179,3276,133.68,1155.64,234.0,656,142,82,958,198,101,C,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,7,S,S,2,M,6,,C,A,0,S,U,Y,Y,Y,U,Y,445,1067354
1,1,N,ZA,Y,1658,5427,449.4,389.42,5382,1647,27.82,384.43,117.64,209,55,24,397,124,25,U,MIDWEST AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,1,M,,,A,,0,Z,U,U,U,U,U,N,445,1067355
2,2,U,BA,N,790,3678,446.81,386.83,3668,785,48.35,458.5,98.13,782,184,78,511,114,55,R,OHIO AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,10,S,U,2,M,3,,C,A,0,S,U,U,U,U,U,N,276,1067356
1,1,U,E4,Y,2763,6506,737.9,657.92,6412,2722,65.79,641.2,272.2,582,255,70,567,219,68,S,LOS ANGELES AREA,N,R,79.98999023,2,2,WCMB,0,0,O,6,S,S,2,M,7,2,,A,0,F,U,U,U,U,U,Y,279,1067357
1,1,U,ZA,Y,8198,16459,2450.37,2345.39,16351,8158,234.54,1635.1,815.8,1903,953,301,1743,864,261,S,CALIFORNIA NORTH AREA,N,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,338,1067358
2,1,N,AA,N,1419,6238,968.98,894.04,5785,1319,89.4,578.5,131.9,774,172,131,590,129,92,S,NORTH FLORIDA AREA,N,R,9.989997864,1,1,WC,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,338,1067359
1,1,Y,EA,Y,4645,12006,1276.6,1170.63,11962,4617,97.55,996.83,384.75,1111,405,97,991,375,88,U,NORTH FLORIDA AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,4,S,U,2,M,3,1,C,,0,F,U,U,U,U,U,Y,384,1067360
1,1,Y,BA,N,1862,5418,623.54,561.91,5375,1852,56.19,537.5,185.2,598,214,71,556,199,60,C,GREAT LAKES AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,338,1067361
1,1,U,AA,N,166,958,488.76,243.81,958,166,30.48,119.75,20.75,103,20,31,113,19,31,C,MIDWEST AREA,Y,N,149.9899902,1,1,WCMB,1,1,O,15,S,S,1,M,6,,C,A,0,N,U,U,U,U,U,Y,276,1067362
1,1,U,BA,N,156,565,321.48,261.5,557,152,52.3,111.4,30.4,31,14,64,,,,S,SOUTH FLORIDA AREA,Y,N,129.9899902,4,2,WCMB,1,1,O,3,M,S,3,M,7,,C,B,0,U,U,U,U,U,U,Y,25,1067363
1,1,U,AA,N,7128,23158,2566.34,2461.36,23144,7122,205.11,1928.67,593.5,999,266,70,1472,425,116,S,DALLAS AREA,Y,R,129.9899902,3,2,WCMB,0,0,O,,,A,2,M,7,,I,,0,N,U,Y,U,U,U,Y,125,1067364
3,1,N,DA,N,191,395,637.56,580.9,365,182,58.09,36.5,18.2,11,8,52,20,13,56,S,OHIO AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,338,1067365
2,2,Y,CA,Y,742,1685,350.43,270.45,1679,738,27.05,167.9,73.8,48,22,17,66,33,24,U,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,2,S,B,1,M,4,,,A,0,H,U,U,U,U,U,N,338,1067366
2,1,N,BA,N,1454,4605,521.73,450.76,4480,1416,37.56,373.33,118.0,235,84,31,266,101,32,C,SOUTHWEST AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,9,M,M,4,M,6,2,,A,0,G,U,U,U,U,U,Y,384,1067367
2,2,U,AA,N,437,1292,471.43,286.46,1292,437,28.65,129.2,43.7,126,53,31,141,50,31,S,DC/MARYLAND/VIRGINIA AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,6,S,M,3,M,9,2,,A,0,S,U,U,Y,U,U,Y,338,1067368
1,1,Y,BA,N,4028,15171,902.19,822.21,15100,3999,82.22,1510.0,399.9,1391,359,76,1778,480,78,T,TENNESSEE AREA,Y,R,99.98999023,2,2,WCMB,0,0,,0,M,B,1,M,1,1,B,K,0,N,U,U,U,U,U,N,109,1067369
2,1,U,EA,N,2459,6833,1055.07,859.46,5937,2229,66.11,456.69,171.46,987,349,142,600,216,91,S,HOUSTON AREA,Y,N,129.9899902,1,1,WCMB,0,0,O,3,M,A,2,M,4,2,I,O,0,N,U,U,U,U,U,Y,445,1067370
2,2,U,BA,N,1159,2772,246.33,236.33,2772,1159,16.88,198.0,82.79,85,38,5,112,50,12,C,DC/MARYLAND/VIRGINIA AREA,N,R,9.989997864,2,2,WCMB,0,0,O,4,S,M,2,M,7,1,C,B,0,H,Y,Y,U,U,U,Y,53,1067371
2,1,U,AA,N,626,3559,581.73,509.76,3232,566,63.72,404.0,70.75,54,14,37,209,49,43,S,LOS ANGELES AREA,Y,N,199.9899902,1,1,WCMB,0,0,O,15,S,M,2,M,3,,C,A,0,N,U,U,U,U,U,Y,276,1067372
1,1,U,AA,N,1544,7136,333.05,273.07,7124,1538,34.13,890.5,192.25,1004,210,30,918,198,26,S,OHIO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,276,1067373
1,1,U,AA,N,928,2453,355.42,295.44,2433,922,29.54,243.3,92.2,298,121,37,268,103,28,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,6,S,M,2,M,7,2,C,A,0,H,U,U,U,U,U,Y,338,1067374
1,1,U,CA,Y,6616,20108,1840.27,1760.29,20007,6565,176.03,2000.7,656.5,2336,730,177,2229,694,185,C,MIDWEST AREA,Y,R,29.98999023,2,2,WCMB,0,0,O,5,S,S,3,M,4,2,,A,0,Z,U,U,U,U,U,Y,206,1067375
1,1,U,EA,Y,1349,2627,396.07,336.09,2618,1345,33.61,261.8,134.5,204,106,30,241,129,31,S,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,M,U,1,M,6,,A,,0,H,U,U,U,U,U,Y,338,1067376
1,1,U,BA,N,3661,9090,929.02,844.65,9046,3641,60.33,646.14,260.07,477,191,56,514,206,59,,HOUSTON AREA,N,N,129.9899902,1,1,WCMB,0,0,O,,M,B,1,M,6,,C,,0,U,U,U,U,U,U,Y,445,1067377
1,1,U,AA,N,1223,2602,496.66,436.08,2566,1207,36.34,213.83,100.58,297,117,42,250,110,37,R,MIDWEST AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,5,S,M,3,M,9,2,I,A,0,N,U,U,U,U,Y,Y,384,1067378
2,2,U,AA,N,4890,16580,2116.02,2041.03,16578,4889,255.13,2072.25,611.13,3187,950,402,2303,685,290,S,DALLAS AREA,N,N,129.9899902,2,2,WCMB,,,,,,,,,,,,,,,,,,,,,158,1067379
1,1,U,AA,N,1454,3455,456.1,396.12,3426,1442,33.01,285.5,120.17,213,97,36,230,100,35,U,NEW YORK CITY AREA,N,N,129.9899902,1,1,WCMB,0,0,,,M,S,1,M,5,,C,,0,H,U,U,U,U,U,Y,384,1067380
